"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 18:09:31 GMT 2021","Thu Aug 19 18:09:45 GMT 2021","13271","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()",""
"broken","Thu Aug 19 18:08:53 GMT 2021","Thu Aug 19 18:09:05 GMT 2021","12006","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Checking that user can overwrite data in the profile"
"passed","Thu Aug 19 18:09:45 GMT 2021","Thu Aug 19 18:09:48 GMT 2021","3401","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Invalid Registration Test: empty email field"
"passed","Thu Aug 19 18:07:48 GMT 2021","Thu Aug 19 18:07:51 GMT 2021","2985","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 18:08:31 GMT 2021","Thu Aug 19 18:08:35 GMT 2021","4768","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"skipped","Thu Aug 19 18:09:17 GMT 2021","Thu Aug 19 18:09:17 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Invalid Login Test with valid Username and Invalid Password."
"skipped","Thu Aug 19 18:09:45 GMT 2021","Thu Aug 19 18:09:45 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfullRegistration","testSuccessfullRegistration()","ValidRegistration Test with properly given data"
"passed","Thu Aug 19 18:08:25 GMT 2021","Thu Aug 19 18:08:31 GMT 2021","5538","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 18:07:17 GMT 2021","Thu Aug 19 18:07:32 GMT 2021","14607","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Checking that user can not create a list that  contains the same name multiple times"
"broken","Thu Aug 19 18:08:40 GMT 2021","Thu Aug 19 18:08:53 GMT 2021","13312","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Checking that user can write data in the profile"
"passed","Thu Aug 19 18:07:51 GMT 2021","Thu Aug 19 18:07:54 GMT 2021","2228","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 18:07:59 GMT 2021","Thu Aug 19 18:08:01 GMT 2021","2714","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 18:07:56 GMT 2021","Thu Aug 19 18:07:59 GMT 2021","2309","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 18:08:02 GMT 2021","Thu Aug 19 18:08:25 GMT 2021","23355","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Valid Login Test with Valid Username and Valid Password."
"broken","Thu Aug 19 18:09:05 GMT 2021","Thu Aug 19 18:09:17 GMT 2021","11655","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Checking that user can delete data from the profile"
"passed","Thu Aug 19 18:07:45 GMT 2021","Thu Aug 19 18:07:48 GMT 2021","3532","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 18:07:54 GMT 2021","Thu Aug 19 18:07:56 GMT 2021","2517","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 18:08:35 GMT 2021","Thu Aug 19 18:08:39 GMT 2021","4023","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 18:07:32 GMT 2021","Thu Aug 19 18:07:45 GMT 2021","12766","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Checking that user can create a list contains her/his favourite actors"
"broken","Thu Aug 19 18:09:17 GMT 2021","Thu Aug 19 18:09:31 GMT 2021","14264","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Valid Login Test with Valid Username and Valid Password."
