"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 21 10:30:31 GMT 2021","Sat Aug 21 10:30:35 GMT 2021","3675","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Sikertelen regisztráció email cím megadása nélkül"
"passed","Sat Aug 21 10:28:31 GMT 2021","Sat Aug 21 10:28:36 GMT 2021","5241","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"broken","Sat Aug 21 10:29:26 GMT 2021","Sat Aug 21 10:29:40 GMT 2021","13509","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat megadni és azt elmenteni a profiljába"
"broken","Sat Aug 21 10:28:09 GMT 2021","Sat Aug 21 10:28:26 GMT 2021","16434","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Annak ellenőrzése, hogy a felhasználó képes színészek adatait tartalmazó lista összeállítására"
"passed","Sat Aug 21 10:28:09 GMT 2021","Sat Aug 21 10:28:14 GMT 2021","5251","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"passed","Sat Aug 21 10:28:19 GMT 2021","Sat Aug 21 10:28:24 GMT 2021","4968","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"skipped","Sat Aug 21 10:30:03 GMT 2021","Sat Aug 21 10:30:03 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Sikeres bejelentkezés érvénytelen jelszóval"
"passed","Sat Aug 21 10:28:15 GMT 2021","Sat Aug 21 10:28:19 GMT 2021","4596","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"broken","Sat Aug 21 10:29:51 GMT 2021","Sat Aug 21 10:30:03 GMT 2021","11809","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat törölni a profiljából"
"passed","Sat Aug 21 10:28:36 GMT 2021","Sat Aug 21 10:28:45 GMT 2021","8722","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
