"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 19 19:44:49 GMT 2021","Thu Aug 19 19:44:55 GMT 2021","6356","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"skipped","Thu Aug 19 19:44:56 GMT 2021","Thu Aug 19 19:44:56 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Invalid Login Test with valid Username and Invalid Password."
"passed","Thu Aug 19 19:43:49 GMT 2021","Thu Aug 19 19:43:57 GMT 2021","7647","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 19:45:24 GMT 2021","Thu Aug 19 19:45:27 GMT 2021","3672","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Invalid Registration Test: empty email field"
"passed","Thu Aug 19 19:44:00 GMT 2021","Thu Aug 19 19:44:02 GMT 2021","2699","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 19:43:49 GMT 2021","Thu Aug 19 19:44:07 GMT 2021","17633","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Checking that user can not create a list that  contains the same name multiple times"
"broken","Thu Aug 19 19:44:44 GMT 2021","Thu Aug 19 19:44:56 GMT 2021","11561","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Checking that user can delete data from the profile"
"broken","Thu Aug 19 19:45:06 GMT 2021","Thu Aug 19 19:45:23 GMT 2021","17217","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()",""
"passed","Thu Aug 19 19:45:02 GMT 2021","Thu Aug 19 19:45:06 GMT 2021","4000","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 19:44:55 GMT 2021","Thu Aug 19 19:45:02 GMT 2021","6413","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 19:44:32 GMT 2021","Thu Aug 19 19:44:44 GMT 2021","11572","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Checking that user can overwrite data in the profile"
"skipped","Thu Aug 19 19:45:24 GMT 2021","Thu Aug 19 19:45:24 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfullRegistration","testSuccessfullRegistration()","ValidRegistration Test with properly given data"
"passed","Thu Aug 19 19:44:02 GMT 2021","Thu Aug 19 19:44:05 GMT 2021","2766","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 19:43:57 GMT 2021","Thu Aug 19 19:44:00 GMT 2021","2834","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 19:44:16 GMT 2021","Thu Aug 19 19:44:32 GMT 2021","16803","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Checking that user can write data in the profile"
"broken","Thu Aug 19 19:44:56 GMT 2021","Thu Aug 19 19:45:11 GMT 2021","15130","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Valid Login Test with Valid Username and Valid Password."
"broken","Thu Aug 19 19:44:07 GMT 2021","Thu Aug 19 19:44:24 GMT 2021","16929","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Checking that user can create a list contains her/his favourite actors"
"passed","Thu Aug 19 19:44:05 GMT 2021","Thu Aug 19 19:44:11 GMT 2021","6228","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 19:44:24 GMT 2021","Thu Aug 19 19:44:49 GMT 2021","24598","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Valid Login Test with Valid Username and Valid Password."
"passed","Thu Aug 19 19:44:11 GMT 2021","Thu Aug 19 19:44:15 GMT 2021","3736","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Checking that Privacy Policy contains relevant expressions."
