"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 19 17:35:35 GMT 2021","Thu Aug 19 17:35:41 GMT 2021","5978","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 17:35:03 GMT 2021","Thu Aug 19 17:35:07 GMT 2021","4259","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 17:35:00 GMT 2021","Thu Aug 19 17:35:03 GMT 2021","3044","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 17:35:41 GMT 2021","Thu Aug 19 17:35:46 GMT 2021","4855","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 17:36:46 GMT 2021","Thu Aug 19 17:37:00 GMT 2021","13767","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()",""
"broken","Thu Aug 19 17:34:19 GMT 2021","Thu Aug 19 17:34:34 GMT 2021","14997","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Checking that user can not create a list that  contains the same name multiple times"
"skipped","Thu Aug 19 17:37:00 GMT 2021","Thu Aug 19 17:37:00 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfullRegistration","testSuccessfullRegistration()","ValidRegistration Test with properly given data"
"passed","Thu Aug 19 17:35:46 GMT 2021","Thu Aug 19 17:35:51 GMT 2021","4707","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 17:34:49 GMT 2021","Thu Aug 19 17:34:53 GMT 2021","3764","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 17:36:18 GMT 2021","Thu Aug 19 17:36:32 GMT 2021","13465","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Checking that user can delete data from the profile"
"passed","Thu Aug 19 17:35:07 GMT 2021","Thu Aug 19 17:35:10 GMT 2021","2724","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 17:36:32 GMT 2021","Thu Aug 19 17:36:46 GMT 2021","13877","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Valid Login Test with Valid Username and Valid Password."
"broken","Thu Aug 19 17:34:35 GMT 2021","Thu Aug 19 17:34:49 GMT 2021","14490","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Checking that user can create a list contains her/his favourite actors"
"broken","Thu Aug 19 17:36:05 GMT 2021","Thu Aug 19 17:36:18 GMT 2021","12890","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Checking that user can overwrite data in the profile"
"skipped","Thu Aug 19 17:36:32 GMT 2021","Thu Aug 19 17:36:32 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Invalid Login Test with valid Username and Invalid Password."
"broken","Thu Aug 19 17:35:51 GMT 2021","Thu Aug 19 17:36:05 GMT 2021","14500","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Checking that user can write data in the profile"
"passed","Thu Aug 19 17:35:10 GMT 2021","Thu Aug 19 17:35:35 GMT 2021","24625","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Valid Login Test with Valid Username and Valid Password."
"passed","Thu Aug 19 17:37:00 GMT 2021","Thu Aug 19 17:37:05 GMT 2021","4565","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Invalid Registration Test: empty email field"
"passed","Thu Aug 19 17:34:53 GMT 2021","Thu Aug 19 17:34:57 GMT 2021","3488","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 17:34:57 GMT 2021","Thu Aug 19 17:35:00 GMT 2021","3284","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Checking that Privacy Policy contains relevant expressions."
