"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 19 13:39:30 GMT 2021","Thu Aug 19 13:39:35 GMT 2021","4863","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Checking that user can not create a list that  contains the same name multiple times"
"broken","Thu Aug 19 13:41:08 GMT 2021","Thu Aug 19 13:41:20 GMT 2021","12076","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Checking that user can delete data from the profile"
"broken","Thu Aug 19 13:39:35 GMT 2021","Thu Aug 19 13:39:49 GMT 2021","14572","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Checking that user can create a list contains her/his favourite actors"
"broken","Thu Aug 19 13:41:21 GMT 2021","Thu Aug 19 13:41:34 GMT 2021","13910","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Valid Login Test with Valid Username and Valid Password."
"skipped","Thu Aug 19 13:41:21 GMT 2021","Thu Aug 19 13:41:21 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Invalid Login Test with valid Username and Invalid Password."
"passed","Thu Aug 19 13:39:53 GMT 2021","Thu Aug 19 13:39:56 GMT 2021","3044","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 13:40:07 GMT 2021","Thu Aug 19 13:40:34 GMT 2021","27046","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Valid Login Test with Valid Username and Valid Password."
"skipped","Thu Aug 19 13:41:49 GMT 2021","Thu Aug 19 13:41:49 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Invalid Registration Test: empty email field"
"passed","Thu Aug 19 13:40:01 GMT 2021","Thu Aug 19 13:40:04 GMT 2021","2879","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 13:39:59 GMT 2021","Thu Aug 19 13:40:01 GMT 2021","2880","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 13:41:35 GMT 2021","Thu Aug 19 13:41:49 GMT 2021","14180","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()",""
"passed","Thu Aug 19 13:40:34 GMT 2021","Thu Aug 19 13:40:42 GMT 2021","7562","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 13:40:42 GMT 2021","Thu Aug 19 13:40:47 GMT 2021","4868","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 13:40:47 GMT 2021","Thu Aug 19 13:40:51 GMT 2021","4535","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"skipped","Thu Aug 19 13:41:49 GMT 2021","Thu Aug 19 13:41:49 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfullRegistration","testSuccessfullRegistration()","ValidRegistration Test with properly given data"
"passed","Thu Aug 19 13:39:56 GMT 2021","Thu Aug 19 13:39:59 GMT 2021","2603","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 13:39:50 GMT 2021","Thu Aug 19 13:39:53 GMT 2021","3316","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 13:40:04 GMT 2021","Thu Aug 19 13:40:07 GMT 2021","2777","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 13:40:56 GMT 2021","Thu Aug 19 13:41:08 GMT 2021","12366","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Checking that user can overwrite data in the profile"
"broken","Thu Aug 19 13:40:52 GMT 2021","Thu Aug 19 13:40:56 GMT 2021","4121","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Checking that user can write data in the profile"
