"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Aug 22 09:37:47 GMT 2021","Sun Aug 22 09:37:59 GMT 2021","11856","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat módosítani és azt elmenteni a profiljába"
"failed","Sun Aug 22 09:38:11 GMT 2021","Sun Aug 22 09:38:28 GMT 2021","16589","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Bejelentkezés érvényes adatokkal"
"passed","Sun Aug 22 09:36:29 GMT 2021","Sun Aug 22 09:36:33 GMT 2021","3747","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"passed","Sun Aug 22 09:36:36 GMT 2021","Sun Aug 22 09:36:39 GMT 2021","2955","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"passed","Sun Aug 22 09:37:23 GMT 2021","Sun Aug 22 09:37:28 GMT 2021","4486","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","Találati lista első 50 címének  megjelenítése és fájlba mentése"
"broken","Sun Aug 22 09:37:59 GMT 2021","Sun Aug 22 09:38:11 GMT 2021","11945","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat törölni a profiljából"
"passed","Sun Aug 22 09:36:39 GMT 2021","Sun Aug 22 09:36:44 GMT 2021","5129","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"passed","Sun Aug 22 09:36:33 GMT 2021","Sun Aug 22 09:36:36 GMT 2021","3215","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"broken","Sun Aug 22 09:38:28 GMT 2021","Sun Aug 22 09:38:41 GMT 2021","13430","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()","Annak ellenőrzése, hogy a felhasználó sikeresen ki tud jelentkezni az alkalmazásból
"
"passed","Sun Aug 22 09:36:48 GMT 2021","Sun Aug 22 09:37:16 GMT 2021","28370","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Összetett keresés eredményeként kapott több oldalas találati lista bejárása"
"broken","Sun Aug 22 09:36:13 GMT 2021","Sun Aug 22 09:36:25 GMT 2021","11895","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Annak ellenőrzése, hogy a webalkalmazás meggátolja azonos nevek szerepeltetését a listában"
"passed","Sun Aug 22 09:37:16 GMT 2021","Sun Aug 22 09:37:23 GMT 2021","6779","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","Találati lista első 50 címének  megjelenítése és fájlba mentése"
"passed","Sun Aug 22 09:36:44 GMT 2021","Sun Aug 22 09:36:48 GMT 2021","3348","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"passed","Sun Aug 22 09:38:42 GMT 2021","Sun Aug 22 09:38:45 GMT 2021","3897","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Sikertelen regisztráció email cím megadása nélkül"
"passed","Sun Aug 22 09:36:25 GMT 2021","Sun Aug 22 09:36:29 GMT 2021","3612","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Annak ellenőrzése, hogy az Adatkezelési Nyilatkozat releváns elemeket tartalmaz"
"broken","Sun Aug 22 09:35:58 GMT 2021","Sun Aug 22 09:36:13 GMT 2021","15455","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Annak ellenőrzése, hogy a felhasználó képes színészek adatait tartalmazó lista összeállítására"
"skipped","Sun Aug 22 09:38:11 GMT 2021","Sun Aug 22 09:38:11 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Bejelentkezés érvénytelen jelszóval"
"broken","Sun Aug 22 09:37:33 GMT 2021","Sun Aug 22 09:37:47 GMT 2021","13727","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Annak ellenőrzése, hogy a felhasználó képes adatokat megadni és azt elmenteni a profiljába"
"skipped","Sun Aug 22 09:38:42 GMT 2021","Sun Aug 22 09:38:42 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfulRegistration","testSuccessfulRegistration()","Regisztráció érvényes adatokkal"
"passed","Sun Aug 22 09:37:28 GMT 2021","Sun Aug 22 09:37:33 GMT 2021","5251","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","Találati lista első 50 címének  megjelenítése és fájlba mentése"
