"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Aug 19 17:57:04 GMT 2021","Thu Aug 19 17:57:04 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfullRegistration","testSuccessfullRegistration()","ValidRegistration Test with properly given data"
"passed","Thu Aug 19 17:55:11 GMT 2021","Thu Aug 19 17:55:15 GMT 2021","3801","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 17:54:41 GMT 2021","Thu Aug 19 17:54:57 GMT 2021","16535","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Checking that user can not create a list that  contains the same name multiple times"
"passed","Thu Aug 19 17:55:15 GMT 2021","Thu Aug 19 17:55:17 GMT 2021","2131","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 17:55:52 GMT 2021","Thu Aug 19 17:55:55 GMT 2021","3682","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 17:55:24 GMT 2021","Thu Aug 19 17:55:26 GMT 2021","2016","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Checking that Privacy Policy contains relevant expressions."
"skipped","Thu Aug 19 17:56:36 GMT 2021","Thu Aug 19 17:56:36 GMT 2021","0","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Invalid Login Test with valid Username and Invalid Password."
"passed","Thu Aug 19 17:55:21 GMT 2021","Thu Aug 19 17:55:24 GMT 2021","2480","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 17:55:19 GMT 2021","Thu Aug 19 17:55:21 GMT 2021","2063","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 17:56:36 GMT 2021","Thu Aug 19 17:56:48 GMT 2021","12850","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Valid Login Test with Valid Username and Valid Password."
"broken","Thu Aug 19 17:56:24 GMT 2021","Thu Aug 19 17:56:35 GMT 2021","11461","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Checking that user can delete data from the profile"
"passed","Thu Aug 19 17:55:17 GMT 2021","Thu Aug 19 17:55:19 GMT 2021","2100","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 17:55:59 GMT 2021","Thu Aug 19 17:56:12 GMT 2021","12795","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Checking that user can write data in the profile"
"passed","Thu Aug 19 17:55:47 GMT 2021","Thu Aug 19 17:55:52 GMT 2021","4756","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 17:56:12 GMT 2021","Thu Aug 19 17:56:24 GMT 2021","12003","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Checking that user can overwrite data in the profile"
"broken","Thu Aug 19 17:54:57 GMT 2021","Thu Aug 19 17:55:11 GMT 2021","13176","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Checking that user can create a list contains her/his favourite actors"
"passed","Thu Aug 19 17:57:04 GMT 2021","Thu Aug 19 17:57:07 GMT 2021","3144","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Invalid Registration Test: empty email field"
"broken","Thu Aug 19 17:56:49 GMT 2021","Thu Aug 19 17:57:04 GMT 2021","15029","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()",""
"passed","Thu Aug 19 17:55:55 GMT 2021","Thu Aug 19 17:55:59 GMT 2021","3498","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"passed","Thu Aug 19 17:55:26 GMT 2021","Thu Aug 19 17:55:47 GMT 2021","20894","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Valid Login Test with Valid Username and Valid Password."
