"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Aug 19 07:33:39 GMT 2021","Thu Aug 19 07:33:43 GMT 2021","3911","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 2 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 07:34:36 GMT 2021","Thu Aug 19 07:34:49 GMT 2021","12783","","signinandout.SignOutTest","","signinandout.SignOutTest","testSuccessfulSignOut","testSuccessfulSignOut()",""
"passed","Thu Aug 19 07:33:34 GMT 2021","Thu Aug 19 07:33:39 GMT 2021","5472","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 1 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"skipped","Thu Aug 19 07:34:49 GMT 2021","Thu Aug 19 07:34:49 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testSuccessfullRegistration","testSuccessfullRegistration()","ValidRegistration Test with properly given data"
"broken","Thu Aug 19 07:34:11 GMT 2021","Thu Aug 19 07:34:23 GMT 2021","11493","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testDeleteDescription","testDeleteDescription()","Checking that user can delete data from the profile"
"broken","Thu Aug 19 07:33:47 GMT 2021","Thu Aug 19 07:34:00 GMT 2021","12944","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testWriteDescription","testWriteDescription()","Checking that user can write data in the profile"
"passed","Thu Aug 19 07:32:54 GMT 2021","Thu Aug 19 07:32:56 GMT 2021","2680","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[1] Provide, troubleshoot, and improve IMDb Services","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 07:34:23 GMT 2021","Thu Aug 19 07:34:36 GMT 2021","12896","","signinandout.SignInTests","","signinandout.SignInTests","testSuccessfulLogIn","testSuccessfulLogIn()","Valid Login Test with Valid Username and Valid Password."
"passed","Thu Aug 19 07:33:08 GMT 2021","Thu Aug 19 07:33:34 GMT 2021","25706","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testCrawlingThroughSearchResultList","testCrawlingThroughSearchResultList()","Valid Login Test with Valid Username and Valid Password."
"broken","Thu Aug 19 07:34:00 GMT 2021","Thu Aug 19 07:34:11 GMT 2021","11510","","editprofile.EditProfileTests","","editprofile.EditProfileTests","testModifyDescription","testModifyDescription()","Checking that user can overwrite data in the profile"
"passed","Thu Aug 19 07:32:56 GMT 2021","Thu Aug 19 07:32:59 GMT 2021","2208","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[2] Recommendations and personalization","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 07:32:59 GMT 2021","Thu Aug 19 07:33:01 GMT 2021","2701","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[3] Comply with legal obligations","Checking that Privacy Policy contains relevant expressions."
"broken","Thu Aug 19 07:32:27 GMT 2021","Thu Aug 19 07:32:40 GMT 2021","13280","","lists.ListTests","","lists.ListTests","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes","testCreateNewPeopleListUsingOnlyOneNameMultipleTimes()","Checking that user can not create a list that  contains the same name multiple times"
"passed","Thu Aug 19 07:33:01 GMT 2021","Thu Aug 19 07:33:03 GMT 2021","2072","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[4] Communicate with you","Checking that Privacy Policy contains relevant expressions."
"passed","Thu Aug 19 07:33:43 GMT 2021","Thu Aug 19 07:33:47 GMT 2021","3486","","searching.AdvancedSearchTest","","searching.AdvancedSearchTest","testSaveSearchResultTitlesToFile","repetition 3 of 3","A felhasználó képes több oldalas találati lista címeit fájlba menteni"
"broken","Thu Aug 19 07:32:40 GMT 2021","Thu Aug 19 07:32:54 GMT 2021","13409","","lists.ListTests","","lists.ListTests","testCreateNewPeopleList","testCreateNewPeopleList()","Checking that user can create a list contains her/his favourite actors"
"passed","Thu Aug 19 07:33:03 GMT 2021","Thu Aug 19 07:33:06 GMT 2021","2332","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[5] Advertising","Checking that Privacy Policy contains relevant expressions."
"skipped","Thu Aug 19 07:34:49 GMT 2021","Thu Aug 19 07:34:49 GMT 2021","0","","createaccount.CreateAccountTests","","createaccount.CreateAccountTests","testRegistrationWithoutEmail","testRegistrationWithoutEmail()","Invalid Registration Test: empty email field"
"passed","Thu Aug 19 07:33:06 GMT 2021","Thu Aug 19 07:33:08 GMT 2021","2044","","privacypolicy.PrivacyPolicyTests","","privacypolicy.PrivacyPolicyTests","testRelevantContentOfPrivacyPolicy","[6] Fraud Prevention","Checking that Privacy Policy contains relevant expressions."
"skipped","Thu Aug 19 07:34:23 GMT 2021","Thu Aug 19 07:34:23 GMT 2021","1","","signinandout.SignInTests","","signinandout.SignInTests","testLoginWithInvalidPassword","testLoginWithInvalidPassword()","Invalid Login Test with valid Username and Invalid Password."
